name,time,RMSE_train,RMSE_test,MAE_train,MAE_test,NMSE_train,NMSE_test,r2_train,r2_test,expr
results/I_6_20b_0.05,29,1.208320444798435e-2,1.2277073333383947e-2,9.551852042773546e-3,5.407912022312257e-3,4.5704653992448926e-2,4.440527576974442e-2,0.9542953460075511,0.9555947242302556,sqrt.abs(x0^(-1)) + id(x0^(-3)*x2^(3)) + id(x0^(-3)*x1^(3)) + id(x0^(-3)*x1^(2)*x2)
results/I_6_20b_0.05,29,1.2700763421375575e-2,0.37073985479959254,9.999363461102822e-3,4.511901265522065e-2,5.049586669837588e-2,40.49332345311001,0.9495041333016241,-39.49332345311001,id(x0^(-3)*x1^(2)*x2^(-2)) + sqrt.abs(x0^(-3)) + id(x0^(-3)*x1^(-3)*x2^(3)) + exp(x0^(-1)*x1^(-3)*x2^(2))
results/I_6_20b_0.05,25,1.269449217219549e-2,4.1308531574196075e-2,1.0071986738783035e-2,1.305240367178312e-2,5.0446012375355474e-2,0.502717942213331,0.9495539876246445,0.4972820577866691,tanh(x0*x1^(3)*x2^(-1)) + cos(x0^(-2)*x1^(-2)*x2^(2)) + sqrt.abs(x0^(-2)) + cos(x0^(-2)*x1^(2)*x2^(-2))
results/I_6_20b_0.05,22,1.2475314516537338e-2,1.6089492061048587e-2,9.44667831110454e-3,6.101309283835002e-3,4.8719091914000645e-2,7.626574889028635e-2,0.9512809080859994,0.9237342511097136,id(x0^(-3)*x1^(3)*x2^(-1)) + id(x0^(-3)*x1^(2)*x2) + id(x0^(-3)*x1^(-1)*x2^(3)) + sqrt.abs(x0^(-2))
results/I_6_20b_0.05,22,1.2892103008059073e-2,0.3622276147809018,9.795608638811605e-3,4.483860222477848e-2,5.202878828288516e-2,38.655205263647886,0.9479712117171148,-37.655205263647886,exp(x0^(-1)*x1^(-3)*x2^(2)) + id(x0^(-3)*x1^(2)*x2^(-2)) + id(x0^(-3)*x1^(-3)*x2^(3)) + tanh(x0^(-2))
results/I_6_20b_0.05,23,1.3429770862217234e-2,1.9880704556764724e-2,9.82666205127643e-3,1.050436097597388e-2,5.6459026237154236e-2,0.11644166702282509,0.9435409737628457,0.8835583329771749,tanh(x0^(2)*x1^(2)*x2^(-2)) + cos(x0^(-2)*x1^(2)*x2^(-2)) + sqrt.abs(x0^(-2)) + sin(x0^(-3)*x1^(2)*x2^(-3))
results/I_6_20b_0.05,22,1.2902733946227674e-2,3.7835657939777466e-2,1.0263456650116153e-2,1.1233508541217125e-2,5.21146304271004e-2,0.4217425819819808,0.9478853695728996,0.5782574180180193,sqrt.abs(x0^(-3)) + cos(x0^(-2)*x1^(-3)*x2^(2)) + cos(x0^(-2)*x1^(-2)*x2^(2)) + id(x0^(-3)*x1^(2)*x2^(-2))
results/I_6_20b_0.05,22,1.283299183295056e-2,0.32366233923713394,1.0119051977556408e-2,4.2138184017431086e-2,5.1552770962312755e-2,30.862365395657466,0.9484472290376873,-29.862365395657466,id(x0^(-3)*x1^(-3)*x2^(3)) + sqrt.abs(x0^(-2)) + exp(x0^(-1)*x1^(-3)*x2^(2)) + cos(x0^(-2)*x1^(2)*x2^(-2))
results/I_6_20b_0.05,22,1.283299183295056e-2,0.32366233923713394,1.0119051977556408e-2,4.2138184017431086e-2,5.1552770962312755e-2,30.862365395657466,0.9484472290376873,-29.862365395657466,id(x0^(-3)*x1^(-3)*x2^(3)) + sqrt.abs(x0^(-2)) + exp(x0^(-1)*x1^(-3)*x2^(2)) + cos(x0^(-2)*x1^(2)*x2^(-2))
results/I_6_20b_0.05,22,1.270076342137558e-2,0.3707398547995932,9.999363461102834e-3,4.511901265522075e-2,5.049586669837591e-2,40.49332345311014,0.9495041333016241,-39.49332345311014,id(x0^(-3)*x1^(-3)*x2^(3)) + exp(x0^(-1)*x1^(-3)*x2^(2)) + id(x0^(-3)*x1^(2)*x2^(-2)) + sqrt.abs(x0^(-3))
results/I_6_20b_0.05,23,1.388923114738187e-2,1.8141591599659165e-2,1.1054864297792288e-2,1.2584566101194612e-2,6.0388270119911755e-2,9.696067795780663e-2,0.9396117298800882,0.9030393220421934,tanh(x0^(-2)) + id(x0^(2)*x1^(2)*x2^(-3)) + tanh(x0^(-1)*x1*x2^(-1)) + cos(x1*x2^(-1))
results/I_6_20b_0.05,22,1.2579074219446245e-2,2.643945959873179e-2,9.203300175354381e-3,1.140937102902332e-2,4.9532875093441724e-2,0.20594441559869572,0.9504671249065583,0.7940555844013043,cos(x0^(-3)*x1^(2)*x2^(-3)) + id(x0^(-3)*x1^(2)*x2^(-2)) + sin(x0^(-3)*x1^(-1)*x2) + id(x0^(-2))
results/I_6_20b_0.05,23,1.2942826224533105e-2,1.5191286990162168e-2,1.022818744606674e-2,1.083070269693088e-2,5.2439002057433445e-2,6.798827280298947e-2,0.9475609979425665,0.9320117271970105,sqrt.abs(x0^(-1)*x1^(-3)) + cos(x1^(2)*x2^(-1)) + tanh(x1^(-2)*x2^(2)) + tanh(x0^(-1)*x1^(2)*x2^(-2))
results/I_6_20b_0.05,21,1.2700763421375579e-2,0.37073985479959415,9.999363461102835e-3,4.511901265522087e-2,5.04958666983759e-2,40.49332345311036,0.9495041333016241,-39.49332345311036,id(x0^(-3)*x1^(-3)*x2^(3)) + sqrt.abs(x0^(-3)) + exp(x0^(-1)*x1^(-3)*x2^(2)) + id(x0^(-3)*x1^(2)*x2^(-2))
