name,time,RMSE_train,RMSE_test,MAE_train,MAE_test,NMSE_train,NMSE_test,r2_train,r2_test,expr
results/I_30_5_0.1,22,3.1211538041652744e-2,2.017516498275325e-2,2.4124494062690835e-2,1.7011686099035746e-2,7.216601518783713e-2,3.800343125306723e-2,0.9278339848121628,0.9619965687469327,sin(x0^(-1)*x1^(3)) + sqrt.abs(x0^(2)*x1^(-2)*x2^(-2)) + cos(x0^(3)) + cos(x0^(-2)*x2^(2))
results/I_30_5_0.1,23,3.0328469753973835e-2,2.0334667315931643e-2,2.4019361828812317e-2,1.6587146480024236e-2,6.814019641686075e-2,3.8606707333042965e-2,0.9318598035831392,0.9613932926669571,sin(x0^(-3)*x2^(2)) + sin(x0^(-1)*x1^(3)) + tanh(x0*x1^(-1)*x2^(-1)) + cos(x0^(3))
results/I_30_5_0.1,22,3.1211538041652744e-2,2.0175164982753246e-2,2.4124494062690842e-2,1.7011686099035743e-2,7.216601518783712e-2,3.800343125306721e-2,0.9278339848121628,0.9619965687469327,cos(x0^(3)) + sqrt.abs(x0^(2)*x1^(-2)*x2^(-2)) + sin(x0^(-1)*x1^(3)) + cos(x0^(-2)*x2^(2))
results/I_30_5_0.1,23,2.9834376981665082e-2,2.3691430728773624e-2,2.3592868471141514e-2,1.987675997639383e-2,6.59380851277142e-2,5.240481564022059e-2,0.9340619148722858,0.9475951843597794,cos(x0^(-3)*x2^(2)) + sin(x0^(-3)*x2^(2)) + cos(x0^(-3)*x1^(2)*x2^(3)) + sin(x0*x1^(-1)*x2^(-1))
results/I_30_5_0.1,22,3.0039633217689474e-2,2.4093576528626953e-2,2.384056354727743e-2,2.0159054292708718e-2,6.68484952804681e-2,5.419898656168852e-2,0.9331515047195319,0.9458010134383115,cos(x0^(-3)*x2^(2)) + cos(x0^(-3)*x1^(2)*x2^(3)) + sin(x0^(-3)*x2^(2)) + tanh(x0*x1^(-1)*x2^(-1))
results/I_30_5_0.1,23,3.119239306928027e-2,1.8239440640112452e-2,2.5131004995837074e-2,1.4184391042017202e-2,7.207750992881941e-2,3.1060729473814375e-2,0.9279224900711806,0.9689392705261857,cos(x0^(3)) + sin(x0^(-1)*x1^(3)) + cos(x0^(2)*x1*x2^(-2)) + sin(x0*x1^(-1)*x2^(-1))
results/I_30_5_0.1,23,3.0328469753973835e-2,2.0334667315931643e-2,2.4019361828812317e-2,1.6587146480024236e-2,6.814019641686075e-2,3.8606707333042965e-2,0.9318598035831392,0.9613932926669571,sin(x0^(-3)*x2^(2)) + sin(x0^(-1)*x1^(3)) + tanh(x0*x1^(-1)*x2^(-1)) + cos(x0^(3))
results/I_30_5_0.1,22,2.983437698166508e-2,2.369143072877341e-2,2.3592868471141535e-2,1.987675997639366e-2,6.593808512771418e-2,5.240481564021964e-2,0.9340619148722858,0.9475951843597804,cos(x0^(-3)*x1^(2)*x2^(3)) + cos(x0^(-3)*x2^(2)) + sin(x0^(-3)*x2^(2)) + sin(x0*x1^(-1)*x2^(-1))
results/I_30_5_0.1,23,2.983437698166508e-2,2.3691430728773392e-2,2.3592868471141545e-2,1.9876759976393675e-2,6.593808512771418e-2,5.240481564021957e-2,0.9340619148722858,0.9475951843597804,cos(x0^(-3)*x1^(2)*x2^(3)) + sin(x0^(-3)*x2^(2)) + cos(x0^(-3)*x2^(2)) + sin(x0*x1^(-1)*x2^(-1))
results/I_30_5_0.1,22,3.2082737802755695e-2,1.8311650005054168e-2,2.532215933724775e-2,1.5191693843870846e-2,7.625094470799697e-2,3.130715318062964e-2,0.923749055292003,0.9686928468193704,sin(x0^(3)*x1^(2)*x2^(2)) + tanh(x2^(3)) + cos(x0^(3)) + id(x0*x1^(-1)*x2^(-1))
results/I_30_5_0.1,24,3.1095064005214158e-2,1.7985441173293096e-2,2.4114707345304374e-2,1.4347826823965746e-2,7.162840736668806e-2,3.020165977181445e-2,0.9283715926333119,0.9697983402281856,cos(x0*x2) + sin(x0^(-3)*x2^(2)) + cos(x0^(3)) + sin(x0*x1^(-1)*x2^(-1))
results/I_30_5_0.1,22,3.0962492172948698e-2,1.878727847442412e-2,2.450260558486758e-2,1.5599822910455443e-2,7.101894300912334e-2,3.295462436967121e-2,0.9289810569908766,0.9670453756303288,cos(x0^(-3)*x1^(2)*x2^(3)) + cos(x0^(3)) + sin(x0^(-3)*x2^(2)) + tanh(x0*x1^(-1)*x2^(-1))
results/I_30_5_0.1,22,3.0039633217689477e-2,2.4093576528627193e-2,2.384056354727743e-2,2.015905429270891e-2,6.684849528046811e-2,5.419898656168959e-2,0.9331515047195319,0.9458010134383104,cos(x0^(-3)*x2^(2)) + sin(x0^(-3)*x2^(2)) + tanh(x0*x1^(-1)*x2^(-1)) + cos(x0^(-3)*x1^(2)*x2^(3))
results/I_30_5_0.1,22,3.0328469753973845e-2,2.0334667315931525e-2,2.40193618288123e-2,1.6587146480024125e-2,6.814019641686078e-2,3.8606707333042514e-2,0.9318598035831392,0.9613932926669575,sin(x0^(-1)*x1^(3)) + sin(x0^(-3)*x2^(2)) + cos(x0^(3)) + tanh(x0*x1^(-1)*x2^(-1))
results/I_30_5_0.1,22,3.1192393069280275e-2,1.8239440640112514e-2,2.513100499583708e-2,1.4184391042017236e-2,7.207750992881942e-2,3.1060729473814587e-2,0.9279224900711806,0.9689392705261854,cos(x0^(2)*x1*x2^(-2)) + cos(x0^(3)) + sin(x0^(-1)*x1^(3)) + sin(x0*x1^(-1)*x2^(-1))
results/I_30_5_0.1,22,3.12264991964543e-2,1.9378320504790894e-2,2.4132031833911816e-2,1.5298809610705497e-2,7.223521688469034e-2,3.5060724759854736e-2,0.9277647831153096,0.9649392752401452,tanh(x2^(3)) + sin(x0^(-3)*x2^(2)) + sin(x0*x1^(-1)*x2^(-1)) + cos(x0^(3))
