16759,1157,7378494,64.955,0.4713,1559,43650,48055,4.5,0.9669647221183979,15.6,12.4,41.2,17806,83,6452,9.7,1.0,60.3,89.8,0.33,0.36,0.3,16,20.0
89600,5763,39937489,256.3727,0.4899,7338,62586,74205,3.9,0.9751132606832374,11.3,15.6,30.9,112906,359,7549,12.8,9.0,59.4,95.0,0.33,0.4,0.26,19,135.0
