name,time,RMSE_train,RMSE_test,MAE_train,MAE_test,NMSE_train,NMSE_test,r2_train,r2_test,expr
results/II_11_28_0.05,18,4.6907405920295894e-2,2.617146830871469e-2,3.64703953070412e-2,2.0572373792981925e-2,2.8341669236175402e-2,7.0512280825149945e-3,0.9716583307638246,0.992948771917485,sqrt.abs(x0^(3)*x1^(2)) + sin(x0^(-2)) + sin(x0^(-3)*x1^(3)) + sin(x0^(2)*x1)
results/II_11_28_0.05,24,4.711875309152494e-2,2.3887793042104043e-2,3.675244149185116e-2,2.0368945830498576e-2,2.859763844595838e-2,5.8743611216279966e-3,0.9714023615540416,0.994125638878372,id(x0^(3)*x1^(2)) + sin(x0^(-3)*x1^(3)) + sin(x0^(-1)*x1^(-2)) + sin(x0*x1)
results/II_11_28_0.05,23,4.774161429563195e-2,2.1276183253946517e-2,3.655497863341904e-2,1.736274238650718e-2,2.9358698059372305e-2,4.660108516808441e-3,0.9706413019406277,0.9953398914831916,cos(x0*x1) + sin(x0^(-3)*x1^(3)) + cos(x0^(-3)*x1^(2)) + sin(x0*x1)
results/II_11_28_0.05,21,4.711875309152493e-2,2.3887793042104075e-2,3.675244149185114e-2,2.0368945830498583e-2,2.859763844595837e-2,5.874361121628012e-3,0.9714023615540416,0.994125638878372,sin(x0^(-3)*x1^(3)) + sin(x0^(-1)*x1^(-2)) + sin(x0*x1) + id(x0^(3)*x1^(2))
results/II_11_28_0.05,19,4.6889910936586704e-2,3.540044592982724e-2,3.668997833628224e-2,2.7922779898356957e-2,2.8320532080280337e-2,1.2901079481360949e-2,0.9716794679197197,0.987098920518639,cos(x0^(3)*x1^(-3)) + sqrt.abs(x0^(3)*x1^(2)) + cos(x0^(-1)) + sin(x0^(-2))
results/II_11_28_0.05,24,4.6907405920295894e-2,2.6171468308714623e-2,3.647039530704119e-2,2.0572373792981855e-2,2.8341669236175406e-2,7.051228082514959e-3,0.9716583307638246,0.9929487719174851,sin(x0^(-2)) + sin(x0^(2)*x1) + sin(x0^(-3)*x1^(3)) + sqrt.abs(x0^(3)*x1^(2))
results/II_11_28_0.05,24,4.711875309152494e-2,2.3887793042104068e-2,3.675244149185114e-2,2.0368945830498583e-2,2.859763844595838e-2,5.874361121628008e-3,0.9714023615540416,0.994125638878372,sin(x0^(-3)*x1^(3)) + id(x0^(3)*x1^(2)) + sin(x0*x1) + sin(x0^(-1)*x1^(-2))
results/II_11_28_0.05,20,4.688991093658668e-2,3.54004459298272e-2,3.6689978336282174e-2,2.7922779898356797e-2,2.8320532080280316e-2,1.2901079481360917e-2,0.9716794679197197,0.9870989205186391,sin(x0^(-2)) + cos(x0^(-1)) + cos(x0^(3)*x1^(-3)) + sqrt.abs(x0^(3)*x1^(2))
results/II_11_28_0.05,20,4.711875309152495e-2,2.3887793042104043e-2,3.6752441491851154e-2,2.0368945830498565e-2,2.8597638445958393e-2,5.874361121627995e-3,0.9714023615540416,0.994125638878372,sin(x0^(-3)*x1^(3)) + sin(x0^(-1)*x1^(-2)) + id(x0^(3)*x1^(2)) + sin(x0*x1)
results/II_11_28_0.05,19,4.688991093658668e-2,3.54004459298272e-2,3.668997833628219e-2,2.792277989835684e-2,2.8320532080280316e-2,1.2901079481360921e-2,0.9716794679197197,0.9870989205186391,cos(x0^(3)*x1^(-3)) + sin(x0^(-2)) + sqrt.abs(x0^(3)*x1^(2)) + cos(x0^(-1))
